type,bank,distance,amount,min,medium,time,label
PERSON,FIRST BANK,30,9000,40,MOBILE,2023-08-14T04:17:04Z,Clean
PERSON,FIDELITY BANK,37,8000,1020,MOBILE,2023-08-14T04:18:17Z,Clean
PERSON,ACCESS BANK,1,54000,79430,MOBILE,2023-08-14T04:22:11Z,Clean
PERSON,FIDELITY BANK,3,75000,28390,WEB,2023-08-14T05:02:10Z,Clean
PERSON,STERLING BANK,12,78000,48990,PHONE,2023-08-14T05:04:05Z,Clean
PERSON,GTB,6,17000,45370,WEB,2023-08-14T05:04:08Z,Clean
PERSON,FIDELITY BANK,11,46000,14670,MOBILE,2023-08-14T05:08:07Z,Clean
PERSON,GTB,11,35000,72470,MOBILE,2023-08-14T05:08:13Z,Clean
PERSON,OTHER_TIER1_BANKS,24,3000,75760,MOBILE,2023-08-14T05:09:17Z,Clean
PERSON,FINTECH BANKS,0,94000,74940,MOBILE,2023-08-14T05:09:20Z,Clean
PERSON,FIDELITY BANK,10,58000,79480,WEB,2023-08-14T05:10:22Z,Clean
PERSON,FIRST BANK,3,78000,33740,MOBILE,2023-08-14T05:12:04Z,Clean
PERSON,FIDELITY BANK,11,234000,64110,MOBILE,2023-08-14T05:12:16Z,Clean
PERSON,ACCESS BANK,7,9000,10830,MOBILE,2023-08-14T05:16:15Z,Clean
PERSON,FIRST BANK,14,8000,10030,MOBILE,2023-08-14T05:18:03Z,Clean
MERCHANT,FIRST BANK,23,225000,64330,MOBILE,2023-08-14T05:18:16Z,Clean
PERSON,FIRST BANK,43,9000,970,MOBILE,2023-08-14T05:19:03Z,Clean
BUSINESS,ECOBANK,21,60000,46270,MOBILE,2023-08-14T05:22:05Z,Clean
PERSON,ACCESS BANK,25,14000,2030,MOBILE,2023-08-14T05:23:05Z,Clean
PERSON,FIDELITY BANK,29,31000,13200,MOBILE,2023-08-14T05:23:10Z,Clean
PERSON,EXAMPLE BANK,19,141000,52190,MOBILE,2023-08-14T06:01:16Z,Clean
PERSON,FINTECH BANKS,12,40000,340,MOBILE,2023-08-14T06:02:04Z,Clean
PERSON,STERLING BANK,14,10000,39410,MOBILE,2023-08-14T06:02:08Z,Clean
PERSON,FIRST BANK,7,127000,14660,WEB,2023-08-14T06:08:14Z,Clean
PERSON,FIRST BANK,34,53000,51680,WEB,2023-08-14T06:14:08Z,Clean
PERSON,FIRST BANK,9,278000,860,MOBILE,2023-08-14T06:15:07Z,Clean
PERSON,FIRST BANK,2,197000,12940,MOBILE,2023-08-14T06:15:08Z,Clean
PERSON,FINTECH BANKS,8,139000,9120,IN-BRANCH,2023-08-14T06:15:10Z,Clean
PERSON,FINTECH BANKS,35,169000,12560,MOBILE,2023-08-14T06:15:21Z,Clean
PERSON,GTB,29,2000,13570,MOBILE,2023-08-14T06:16:19Z,Clean
PERSON,FIDELITY BANK,4,35000,8370,MOBILE,2023-08-14T06:17:12Z,Clean
PERSON,GTB,5,190000,56630,MOBILE,2023-08-14T06:22:09Z,Clean
PERSON,UBA,30,20000,70010,MOBILE,2023-08-14T06:23:03Z,Clean
PERSON,FIRST BANK,23,16000,12470,MOBILE,2023-08-14T07:01:09Z,Clean
PERSON,FINTECH BANKS,18,208000,75880,MOBILE,2023-08-14T07:01:20Z,Clean
PERSON,GTB,47,64000,12100,MOBILE,2023-08-14T07:02:10Z,Clean
PERSON,FIDELITY BANK,23,37000,66840,MOBILE,2023-08-14T07:03:04Z,Clean
PERSON,UBA,22,8000,11960,MOBILE,2023-08-14T07:08:15Z,Clean
PERSON,ACCESS BANK,10,219000,8620,MOBILE,2023-08-14T07:09:14Z,Clean
MERCHANT,EXAMPLE BANK,8,38000,13610,MOBILE,2023-08-14T07:10:18Z,Clean
PERSON,UBA,1,88000,14790,MOBILE,2023-08-14T07:12:00Z,Clean
PERSON,ACCESS BANK,19,1938000,970,MOBILE,2023-08-14T07:14:08Z,Clean
PERSON,FIDELITY BANK,8,248000,66290,MOBILE,2023-08-14T07:15:08Z,Clean
PERSON,FINTECH BANKS,15,243000,66000,MOBILE,2023-08-14T07:15:18Z,Clean
MERCHANT,EXAMPLE BANK,3,13000,13620,MOBILE,2023-08-14T07:15:20Z,Clean
PERSON,FIRST BANK,10,876000,47220,MOBILE,2023-08-14T07:16:20Z,Clean
PERSON,UBA,5,97000,13630,MOBILE,2023-08-14T07:17:07Z,Clean
PERSON,GTB,12,298000,77240,MOBILE,2023-08-14T07:18:19Z,Clean
PERSON,FIRST BANK,15,194000,67980,MOBILE,2023-08-14T07:19:02Z,Clean
PERSON,ECOBANK,5,57000,66210,IN-BRANCH,2023-08-14T07:19:06Z,Clean
PERSON,FINTECH BANKS,21,244000,20,WEB,2023-08-14T07:19:18Z,Clean
PERSON,GTB,2,45000,11250,WEB,2023-08-14T07:19:22Z,Clean
PERSON,ACCESS BANK,2,268000,81340,WEB,2023-08-14T07:20:04Z,Clean
PERSON,ACCESS BANK,18,36000,58890,MOBILE,2023-08-14T08:02:02Z,Clean
MERCHANT,FIRST BANK,25,8000,43720,WEB,2023-08-14T08:02:19Z,Clean
BUSINESS,FIRST BANK,15,43000,11460,MOBILE,2023-08-14T08:06:18Z,Clean
PERSON,FIRST BANK,23,201000,2940,MOBILE,2023-08-14T08:16:04Z,Clean
PERSON,GTB,14,3000,310,MOBILE,2023-08-14T08:20:17Z,Clean
PERSON,EXAMPLE BANK,8,10000,14850,MOBILE,2023-08-14T09:08:10Z,Clean
PERSON,FIDELITY BANK,8,225000,32620,MOBILE,2023-08-14T09:15:20Z,Clean
PERSON,FIRST BANK,31,7000,13700,MOBILE,2023-08-14T09:16:06Z,Clean
PERSON,ACCESS BANK,11,33000,81570,MOBILE,2023-08-14T09:16:12Z,Clean
PERSON,FINTECH BANKS,4,283000,30270,WEB,2023-08-14T09:19:02Z,Clean
PERSON,ECOBANK,14,9000,930,MOBILE,2023-08-14T10:00:09Z,Clean
PERSON,FIRST BANK,6,1000,11610,WEB,2023-08-14T10:09:11Z,Clean
PERSON,FIRST BANK,3,5000,830,MOBILE,2023-08-14T10:10:18Z,Clean
PERSON,OTHER_TIER1_BANKS,5,14000,34650,WEB,2023-08-14T10:13:16Z,Clean
PERSON,FINTECH BANKS,8,211000,11820,WEB,2023-08-14T10:19:07Z,Clean
BUSINESS,FINTECH BANKS,14,262000,69840,MOBILE,2023-08-14T10:19:18Z,Clean
PERSON,ACCESS BANK,3,288000,28080,MOBILE,2023-08-14T10:20:03Z,Clean
PERSON,FIRST BANK,15,5000,88560,MOBILE,2023-08-14T11:03:12Z,Clean
PERSON,FIDELITY BANK,1,58000,25880,WEB,2023-08-14T11:03:14Z,Clean
MERCHANT,ACCESS BANK,0,50000,14770,MOBILE,2023-08-14T11:08:06Z,Clean
PERSON,OTHER_TIER1_BANKS,23,281000,79840,MOBILE,2023-08-14T11:12:08Z,Clean
MERCHANT,ACCESS BANK,13,11000,8320,MOBILE,2023-08-14T11:17:00Z,Clean
PERSON,FINTECH BANKS,1,107000,12200,WEB,2023-08-14T11:20:02Z,Clean
PERSON,FINTECH BANKS,5,78000,13470,MOBILE,2023-08-14T11:21:01Z,Clean
PERSON,FINTECH BANKS,20,267000,26170,MOBILE,2023-08-14T11:22:15Z,Clean
PERSON,ACCESS BANK,11,35000,650,MOBILE,2023-08-14T12:00:09Z,Clean
PERSON,ACCESS BANK,10,220000,44030,WEB,2023-08-14T12:02:08Z,Clean
BUSINESS,FIDELITY BANK,18,10000,1000,MOBILE,2023-08-14T12:05:08Z,Clean
PERSON,FIRST BANK,14,17000,65100,WEB,2023-08-14T12:07:10Z,Clean
PERSON,GTB,5,5000,84210,MOBILE,2023-08-14T12:08:08Z,Clean
PERSON,GTB,38,12000,13150,MOBILE,2023-08-14T12:09:03Z,Clean
PERSON,EXAMPLE BANK,11,42000,61660,MOBILE,2023-08-14T12:09:10Z,Clean
PERSON,FIRST BANK,14,68000,84670,MOBILE,2023-08-14T12:12:01Z,Clean
PERSON,FINTECH BANKS,10,1060000,39940,WEB,2023-08-14T12:12:17Z,Clean
PERSON,ACCESS BANK,11,13000,7850,MOBILE,2023-08-14T12:12:20Z,Clean
PERSON,EXAMPLE BANK,17,283000,71080,MOBILE,2023-08-14T12:14:12Z,Clean
MERCHANT,GTB,6,34000,66940,IN-BRANCH,2023-08-14T12:17:02Z,Clean
PERSON,ECOBANK,11,52000,65840,WEB,2023-08-14T12:18:07Z,Clean
PERSON,EXAMPLE BANK,1,170000,470,MOBILE,2023-08-14T13:01:01Z,Clean
PERSON,ACCESS BANK,12,11000,6300,MOBILE,2023-08-14T13:02:23Z,Clean
PERSON,FIDELITY BANK,7,39000,12830,MOBILE,2023-08-14T13:13:00Z,Clean
PERSON,UBA,17,36000,41090,MOBILE,2023-08-14T13:13:19Z,Clean
MERCHANT,ACCESS BANK,40,4000,62870,MOBILE,2023-08-14T13:17:04Z,Clean
PERSON,FINTECH BANKS,30,7000,78460,MOBILE,2023-08-14T13:22:10Z,Clean
PERSON,OTHER_TIER1_BANKS,31,45000,10830,MOBILE,2023-08-14T13:22:23Z,Clean
PERSON,ACCESS BANK,11,49000,28770,MOBILE,2023-08-14T14:02:15Z,Clean
PERSON,STERLING BANK,33,73000,74640,MOBILE,2023-08-14T14:05:17Z,Clean
MERCHANT,UBA,32,82000,52150,MOBILE,2023-08-14T14:09:03Z,Clean
PERSON,ACCESS BANK,1,190000,1700,MOBILE,2023-08-14T14:10:09Z,Clean
PERSON,ACCESS BANK,16,10000,67110,MOBILE,2023-08-14T14:12:06Z,Clean
PERSON,STERLING BANK,2,69000,570,MOBILE,2023-08-14T14:12:19Z,Clean
PERSON,FIRST BANK,4,10000,11810,MOBILE,2023-08-14T14:12:19Z,Clean
PERSON,ACCESS BANK,7,18000,72150,MOBILE,2023-08-14T14:13:20Z,Clean
PERSON,OTHER_TIER1_BANKS,14,8000,12290,MOBILE,2023-08-14T14:16:10Z,Clean
PERSON,OTHER_TIER1_BANKS,7,239000,460,MOBILE,2023-08-14T15:04:00Z,Clean
PERSON,FINTECH BANKS,1,298000,48300,MOBILE,2023-08-14T15:04:15Z,Clean
PERSON,ACCESS BANK,8,4000,42810,MOBILE,2023-08-14T15:05:21Z,Clean
PERSON,FINTECH BANKS,9,16000,30730,MOBILE,2023-08-14T15:07:19Z,Clean
PERSON,GTB,3,200000,9670,MOBILE,2023-08-14T15:08:11Z,Clean
MERCHANT,ACCESS BANK,1,203000,77620,MOBILE,2023-08-14T15:12:20Z,Clean
PERSON,FIRST BANK,11,12000,73890,MOBILE,2023-08-14T15:13:10Z,Clean
PERSON,UNION BANK,14,1000,28720,MOBILE,2023-08-14T15:13:13Z,Clean
PERSON,FINTECH BANKS,28,1000,84650,MOBILE,2023-08-14T15:16:01Z,Clean
PERSON,GTB,10,221000,14470,MOBILE,2023-08-14T15:19:07Z,Clean
PERSON,FINTECH BANKS,7,286000,22470,MOBILE,2023-08-14T15:23:16Z,Clean
PERSON,FIDELITY BANK,0,38000,39940,MOBILE,2023-08-14T16:00:09Z,Clean
PERSON,EXAMPLE BANK,25,65000,23530,MOBILE,2023-08-14T16:04:11Z,Clean
PERSON,FIDELITY BANK,13,8000,12120,MOBILE,2023-08-14T16:06:21Z,Clean
PERSON,ACCESS BANK,8,38000,9910,MOBILE,2023-08-14T16:12:13Z,Clean
PERSON,UBA,27,218000,13470,MOBILE,2023-08-14T16:13:16Z,Clean
PERSON,OTHER_TIER1_BANKS,3,2000,54480,MOBILE,2023-08-14T16:18:05Z,Clean
PERSON,UBA,20,294000,12100,MOBILE,2023-08-14T16:19:13Z,Clean
PERSON,FIDELITY BANK,6,8000,10520,MOBILE,2023-08-14T16:20:18Z,Clean
PERSON,ECOBANK,50,11000,21380,WEB,2023-08-14T16:20:19Z,Clean
BUSINESS,ECOBANK,5,895000,8520,MOBILE,2023-08-14T16:21:14Z,Clean
PERSON,FINTECH BANKS,19,19000,9360,MOBILE,2023-08-14T16:23:06Z,Clean
PERSON,STERLING BANK,25,38000,14450,WEB,2023-08-14T17:02:08Z,Clean
PERSON,FIRST BANK,7,233000,29780,MOBILE,2023-08-14T17:05:19Z,Clean
PERSON,ECOBANK,18,79000,12000,MOBILE,2023-08-14T17:13:17Z,Clean
PERSON,ACCESS BANK,2,37000,8590,MOBILE,2023-08-14T17:16:05Z,Clean
PERSON,GTB,26,57000,75830,MOBILE,2023-08-14T17:18:06Z,Clean
PERSON,GTB,6,8000,64650,IN-BRANCH,2023-08-14T17:18:10Z,Clean
PERSON,GTB,12,239000,7160,WEB,2023-08-14T17:20:06Z,Clean
PERSON,GTB,4,123000,10600,MOBILE,2023-08-14T17:21:05Z,Clean
PERSON,FINTECH BANKS,3,79000,54780,MOBILE,2023-08-14T17:23:01Z,Clean
PERSON,GTB,10,235000,89610,MOBILE,2023-08-14T18:01:10Z,Clean
PERSON,GTB,12,1000,14400,MOBILE,2023-08-14T18:01:17Z,Clean
PERSON,OTHER_TIER1_BANKS,9,209000,1030,MOBILE,2023-08-14T18:03:11Z,Clean
BUSINESS,GTB,13,13000,4090,WEB,2023-08-14T18:12:16Z,Clean
PERSON,ECOBANK,10,14000,61550,MOBILE,2023-08-14T18:17:16Z,Clean
PERSON,FINTECH BANKS,24,707000,11260,MOBILE,2023-08-14T18:20:05Z,Clean
MERCHANT,FIDELITY BANK,7,108000,14280,WEB,2023-08-14T18:23:03Z,Clean
PERSON,FINTECH BANKS,1,220000,10180,MOBILE,2023-08-14T19:00:21Z,Clean
MERCHANT,OTHER_TIER1_BANKS,0,863000,5320,MOBILE,2023-08-14T19:01:04Z,Clean
PERSON,UNION BANK,13,4000,660,MOBILE,2023-08-14T19:03:09Z,Clean
PERSON,FINTECH BANKS,6,56000,760,MOBILE,2023-08-14T19:08:12Z,Clean
PERSON,FIRST BANK,10,99000,440,MOBILE,2023-08-14T19:19:03Z,Clean
PERSON,FIDELITY BANK,8,16000,38550,MOBILE,2023-08-14T19:23:22Z,Clean
PERSON,ACCESS BANK,4,14000,26900,MOBILE,2023-08-14T20:00:06Z,Clean
PERSON,EXAMPLE BANK,11,52000,82180,MOBILE,2023-08-14T20:01:09Z,Clean
MERCHANT,OTHER_TIER1_BANKS,13,58000,8460,MOBILE,2023-08-14T20:04:01Z,Clean
PERSON,FINTECH BANKS,11,93000,14930,MOBILE,2023-08-14T20:06:02Z,Clean
PERSON,STERLING BANK,6,67000,86400,MOBILE,2023-08-14T20:06:12Z,Clean
PERSON,OTHER_TIER1_BANKS,18,35000,74610,MOBILE,2023-08-14T20:10:07Z,Clean
MERCHANT,GTB,21,272000,950,WEB,2023-08-14T20:11:13Z,Clean
PERSON,FIRST BANK,1,39000,46350,MOBILE,2023-08-14T20:12:11Z,Clean
PERSON,STERLING BANK,35,69000,53340,MOBILE,2023-08-14T20:13:01Z,Clean
PERSON,ACCESS BANK,1,6000,8150,MOBILE,2023-08-14T20:16:12Z,Clean
PERSON,FIRST BANK,12,43000,2230,MOBILE,2023-08-14T20:22:02Z,Clean
PERSON,EXAMPLE BANK,1,5000,13010,MOBILE,2023-08-14T20:23:09Z,Clean
PERSON,ECOBANK,32,13000,41580,MOBILE,2023-08-14T21:02:17Z,Clean
MERCHANT,FINTECH BANKS,18,9000,12590,MOBILE,2023-08-14T21:04:03Z,Clean
PERSON,STERLING BANK,5,138000,7020,MOBILE,2023-08-14T21:04:14Z,Clean
BUSINESS,FIDELITY BANK,13,181000,88940,MOBILE,2023-08-14T21:05:07Z,Clean
PERSON,FIRST BANK,6,126000,74860,PHONE,2023-08-14T21:05:19Z,Clean
MERCHANT,FIRST BANK,11,74000,69850,MOBILE,2023-08-14T21:07:15Z,Clean
PERSON,GTB,4,264000,30120,MOBILE,2023-08-14T21:08:00Z,Clean
PERSON,FINTECH BANKS,10,160000,45170,MOBILE,2023-08-14T21:09:12Z,Clean
PERSON,FINTECH BANKS,17,35000,75110,MOBILE,2023-08-14T21:10:01Z,Clean
PERSON,FIDELITY BANK,14,10000,29790,WEB,2023-08-14T21:11:23Z,Clean
PERSON,ECOBANK,14,192000,12130,MOBILE,2023-08-14T21:12:22Z,Clean
PERSON,FIRST BANK,9,79000,40810,WEB,2023-08-14T21:13:07Z,Clean
BUSINESS,FINTECH BANKS,2,1729000,39860,MOBILE,2023-08-14T21:19:04Z,Clean
PERSON,ACCESS BANK,14,43000,10410,MOBILE,2023-08-14T22:06:03Z,Clean
PERSON,UBA,15,65000,5390,MOBILE,2023-08-14T22:07:07Z,Clean
PERSON,UNION BANK,10,72000,7140,MOBILE,2023-08-14T22:08:08Z,Clean
PERSON,UBA,10,12000,20030,MOBILE,2023-08-14T22:08:13Z,Clean
MERCHANT,ACCESS BANK,2,6000,990,MOBILE,2023-08-14T22:10:16Z,Clean
PERSON,ACCESS BANK,6,4000,81550,MOBILE,2023-08-14T22:13:04Z,Clean
PERSON,FIDELITY BANK,3,19000,64370,MOBILE,2023-08-14T22:16:02Z,Clean
MERCHANT,EXAMPLE BANK,10,32000,12080,MOBILE,2023-08-14T22:17:12Z,Clean
PERSON,GTB,13,58000,30410,MOBILE,2023-08-14T22:18:17Z,Clean
PERSON,FINTECH BANKS,37,69000,12460,WEB,2023-08-14T22:23:15Z,Clean
PERSON,FIDELITY BANK,13,275000,83650,MOBILE,2023-08-14T23:00:05Z,Clean
PERSON,UBA,3,47000,8,MOBILE,2023-08-14T23:03:18Z,Clean
PERSON,ACCESS BANK,9,30000,7890,MOBILE,2023-08-14T23:09:07Z,Clean
PERSON,GTB,9,19000,63150,IN-BRANCH,2023-08-14T23:09:19Z,Clean
PERSON,OTHER_TIER1_BANKS,9,38000,12230,MOBILE,2023-08-14T23:17:06Z,Clean
PERSON,FINTECH BANKS,10,8000,44090,MOBILE,2023-08-14T23:19:08Z,Clean
PERSON,ACCESS BANK,5,34000,20030,MOBILE,2023-08-14T23:22:04Z,Clean
PERSON,OTHER_TIER1_BANKS,7,43000,5590,WEB,2023-08-15T00:05:07Z,Clean
PERSON,ACCESS BANK,11,252000,370,MOBILE,2023-08-15T00:13:09Z,Clean
PERSON,FIRST BANK,21,236000,56920,IN-BRANCH,2023-08-15T00:14:06Z,Clean
MERCHANT,ACCESS BANK,5,261000,14020,MOBILE,2023-08-15T00:14:15Z,Clean
PERSON,FINTECH BANKS,4,85000,14490,MOBILE,2023-08-15T00:14:18Z,Clean
PERSON,FIDELITY BANK,11,7000,50490,MOBILE,2023-08-15T00:18:04Z,Clean
PERSON,UBA,6,3000,37490,MOBILE,2023-08-15T00:22:02Z,Clean
PERSON,OTHER_TIER1_BANKS,22,429000,13300,MOBILE,2023-08-15T01:05:10Z,Clean
PERSON,ACCESS BANK,5,86000,3490,WEB,2023-08-15T01:05:22Z,Clean
PERSON,FINTECH BANKS,19,101000,8650,WEB,2023-08-15T01:07:02Z,Clean
PERSON,GTB,15,172000,2770,MOBILE,2023-08-15T01:08:15Z,Clean
PERSON,GTB,9,77000,7800,MOBILE,2023-08-15T01:13:13Z,Clean
PERSON,UBA,17,75000,58040,MOBILE,2023-08-15T01:16:10Z,Clean
PERSON,OTHER_TIER1_BANKS,16,13000,9970,MOBILE,2023-08-15T01:21:02Z,Clean
PERSON,GTB,29,15000,320,WEB,2023-08-15T01:22:07Z,Clean
PERSON,OTHER_TIER1_BANKS,4,15000,13790,MOBILE,2023-08-15T02:00:00Z,Clean
PERSON,EXAMPLE BANK,2,1000,10580,MOBILE,2023-08-15T02:05:01Z,Clean
PERSON,FIDELITY BANK,4,15000,66230,MOBILE,2023-08-15T02:06:07Z,Clean
PERSON,ACCESS BANK,0,105000,8320,MOBILE,2023-08-15T02:09:11Z,Clean
PERSON,FINTECH BANKS,0,9000,34980,WEB,2023-08-15T02:13:05Z,Clean
MERCHANT,ACCESS BANK,10,55000,9740,MOBILE,2023-08-15T02:13:11Z,Clean
PERSON,FIRST BANK,6,4000,63130,MOBILE,2023-08-15T02:13:15Z,Clean
PERSON,FIDELITY BANK,5,299000,10190,MOBILE,2023-08-15T02:15:10Z,Clean
PERSON,ACCESS BANK,10,150000,5,WEB,2023-08-15T02:15:23Z,Clean
PERSON,UBA,4,84000,13930,MOBILE,2023-08-15T03:01:06Z,Clean
PERSON,EXAMPLE BANK,4,46000,51310,PHONE,2023-08-15T03:01:21Z,Clean
PERSON,FINTECH BANKS,15,181000,24180,IN-BRANCH,2023-08-15T03:03:03Z,Clean
MERCHANT,FIRST BANK,10,34000,62970,MOBILE,2023-08-15T03:03:13Z,Clean
MERCHANT,OTHER_TIER1_BANKS,35,1253000,13110,PHONE,2023-08-15T03:04:23Z,Clean
PERSON,ACCESS BANK,13,259000,8800,MOBILE,2023-08-15T03:06:17Z,Clean
PERSON,ECOBANK,9,3000,60,WEB,2023-08-15T03:07:20Z,Clean
BUSINESS,GTB,30,57000,810,WEB,2023-08-15T03:13:08Z,Clean
PERSON,FINTECH BANKS,3,1000,12660,MOBILE,2023-08-15T03:18:17Z,Clean
BUSINESS,FIRST BANK,2,12000,73580,MOBILE,2023-08-15T03:21:02Z,Clean
PERSON,FIRST BANK,9,57000,20380,MOBILE,2023-08-15T03:23:06Z,Clean
PERSON,FINTECH BANKS,17,32000,51120,WEB,2023-08-15T04:01:09Z,Clean
PERSON,GTB,10,48000,40910,WEB,2023-08-15T04:06:14Z,Clean
BUSINESS,ACCESS BANK,5,16000,68890,MOBILE,2023-08-15T04:09:17Z,Clean
PERSON,FIRST BANK,14,262000,74760,MOBILE,2023-08-15T04:10:02Z,Clean
PERSON,FIRST BANK,9,17000,39630,MOBILE,2023-08-15T04:11:11Z,Clean
PERSON,GTB,3,256000,810,MOBILE,2023-08-15T04:11:19Z,Clean
PERSON,FIRST BANK,4,4000,700,MOBILE,2023-08-15T04:14:03Z,Clean
PERSON,GTB,5,91000,89220,MOBILE,2023-08-15T04:15:02Z,Clean
PERSON,GTB,13,1000,49380,MOBILE,2023-08-15T04:15:15Z,Clean
PERSON,UBA,5,35000,66840,MOBILE,2023-08-15T04:21:13Z,Clean
PERSON,ACCESS BANK,10,14000,75320,MOBILE,2023-08-15T04:22:05Z,Clean
PERSON,GTB,0,134000,9960,MOBILE,2023-08-15T05:00:09Z,Clean
PERSON,FIRST BANK,0,5000,60070,MOBILE,2023-08-15T05:00:19Z,Clean
PERSON,FIRST BANK,31,7000,10070,MOBILE,2023-08-15T05:02:10Z,Clean
MERCHANT,GTB,17,6000,49200,MOBILE,2023-08-15T05:02:21Z,Clean
PERSON,STERLING BANK,7,16000,460,MOBILE,2023-08-15T05:05:12Z,Clean
PERSON,FINTECH BANKS,3,9000,450,MOBILE,2023-08-15T05:05:14Z,Clean
PERSON,ECOBANK,13,1445000,66280,WEB,2023-08-15T05:06:00Z,Clean
PERSON,STERLING BANK,5,99000,14900,MOBILE,2023-08-15T05:07:04Z,Clean
BUSINESS,OTHER_TIER1_BANKS,2,14000,26040,WEB,2023-08-15T05:09:01Z,Clean
PERSON,GTB,15,40000,1810,WEB,2023-08-15T05:15:23Z,Clean
PERSON,ECOBANK,10,58000,80380,MOBILE,2023-08-15T05:22:20Z,Clean
PERSON,ACCESS BANK,8,19000,7220,MOBILE,2023-08-15T06:01:23Z,Clean
PERSON,GTB,1,80000,10950,MOBILE,2023-08-15T06:04:03Z,Clean
PERSON,ACCESS BANK,8,70000,1040,MOBILE,2023-08-15T06:05:18Z,Clean
PERSON,GTB,31,15000,77100,WEB,2023-08-15T06:07:04Z,Clean
PERSON,FINTECH BANKS,4,10000,8850,MOBILE,2023-08-15T06:08:08Z,Clean
PERSON,GTB,47,68000,720,MOBILE,2023-08-15T06:09:07Z,Clean
PERSON,STERLING BANK,1,10000,13060,WEB,2023-08-15T06:10:06Z,Clean
PERSON,FIRST BANK,4,9000,7190,WEB,2023-08-15T06:17:07Z,Clean
PERSON,FIRST BANK,18,4000,1180,MOBILE,2023-08-15T06:19:04Z,Clean
PERSON,FIRST BANK,21,296000,14500,MOBILE,2023-08-15T06:21:11Z,Clean
PERSON,GTB,4,15000,13480,WEB,2023-08-15T06:23:10Z,Clean
PERSON,FINTECH BANKS,54,76000,13370,MOBILE,2023-08-15T07:00:07Z,Clean
PERSON,ACCESS BANK,7,57000,14850,MOBILE,2023-08-15T07:00:15Z,Clean
PERSON,STERLING BANK,23,281000,13390,WEB,2023-08-15T07:03:18Z,Clean
PERSON,FIDELITY BANK,4,30000,68960,WEB,2023-08-15T07:05:00Z,Clean
PERSON,ECOBANK,21,1000,27670,MOBILE,2023-08-15T07:09:19Z,Clean
PERSON,GTB,22,7000,5,WEB,2023-08-15T07:17:04Z,Clean
MERCHANT,GTB,3,19000,13080,MOBILE,2023-08-15T07:19:01Z,Clean
PERSON,ECOBANK,32,49000,11350,MOBILE,2023-08-15T07:21:02Z,Clean
PERSON,FIDELITY BANK,7,9000,13310,MOBILE,2023-08-15T07:21:08Z,Clean
PERSON,STERLING BANK,7,3000,440,MOBILE,2023-08-15T07:23:18Z,Clean
BUSINESS,FINTECH BANKS,23,76000,25220,MOBILE,2023-08-15T08:00:19Z,Clean
PERSON,FIDELITY BANK,5,1000,53540,MOBILE,2023-08-15T08:03:13Z,Clean
PERSON,ACCESS BANK,7,49000,68710,MOBILE,2023-08-15T08:08:12Z,Clean
BUSINESS,FIDELITY BANK,4,50000,6640,MOBILE,2023-08-15T08:09:07Z,Clean
PERSON,FINTECH BANKS,37,62000,9030,MOBILE,2023-08-15T08:15:14Z,Clean
MERCHANT,OTHER_TIER1_BANKS,14,11000,390,MOBILE,2023-08-15T08:17:09Z,Clean
PERSON,ACCESS BANK,18,1741000,53080,MOBILE,2023-08-15T08:20:20Z,Clean
PERSON,FINTECH BANKS,26,55000,52570,WEB,2023-08-15T09:00:12Z,Clean
MERCHANT,ECOBANK,3,1000,13860,WEB,2023-08-15T09:00:18Z,Clean
PERSON,FINTECH BANKS,3,102000,53390,WEB,2023-08-15T09:01:18Z,Clean
PERSON,ACCESS BANK,28,288000,950,MOBILE,2023-08-15T09:03:09Z,Clean
PERSON,FIRST BANK,6,69000,38320,MOBILE,2023-08-15T09:05:10Z,Clean
PERSON,FIRST BANK,13,15000,26590,WEB,2023-08-15T09:05:18Z,Clean
PERSON,FIRST BANK,8,98000,31930,MOBILE,2023-08-15T09:08:13Z,Clean
PERSON,ACCESS BANK,5,3000,36190,MOBILE,2023-08-15T09:09:17Z,Clean
PERSON,FIRST BANK,11,515000,970,MOBILE,2023-08-15T09:12:01Z,Clean
BUSINESS,UNION BANK,12,80000,13940,MOBILE,2023-08-15T09:14:05Z,Clean
PERSON,FINTECH BANKS,8,17000,13850,MOBILE,2023-08-15T09:19:07Z,Clean
PERSON,UBA,5,10000,13290,MOBILE,2023-08-15T10:01:06Z,Clean
PERSON,UBA,15,251000,81460,MOBILE,2023-08-15T10:01:21Z,Clean
PERSON,ACCESS BANK,6,5000,36630,MOBILE,2023-08-15T10:04:05Z,Clean
PERSON,ECOBANK,15,1000,32580,MOBILE,2023-08-15T10:05:08Z,Clean
PERSON,FINTECH BANKS,6,155000,83160,MOBILE,2023-08-15T10:07:19Z,Clean
PERSON,GTB,15,53000,39900,WEB,2023-08-15T10:08:01Z,Clean
PERSON,FIRST BANK,24,593000,85740,MOBILE,2023-08-15T10:10:01Z,Clean
PERSON,ACCESS BANK,8,75000,28800,MOBILE,2023-08-15T10:16:19Z,Clean
PERSON,UBA,6,66000,890,MOBILE,2023-08-15T10:19:10Z,Clean
PERSON,FINTECH BANKS,9,31000,23550,MOBILE,2023-08-15T10:19:10Z,Clean
PERSON,UBA,4,40000,14270,MOBILE,2023-08-15T10:22:02Z,Clean
PERSON,UNION BANK,10,274000,80800,MOBILE,2023-08-15T10:22:05Z,Clean
PERSON,FIDELITY BANK,22,1000,14000,MOBILE,2023-08-15T10:23:00Z,Clean
